CENTRALWAVELNG,BANDWIDTH
0.8031,
0.81237,
0.82188,
0.83165,
0.84169,
0.85199,
0.86258,
0.87345,
0.88461,
0.89607,
0.90784,
0.91991,
0.93231,
0.94501,
0.95805,
0.97141,
0.9851,
0.99913,
1.01349,
1.02818,
1.0432,
1.05854,
1.07421,
1.0902,
1.10651,
1.12312,
1.14003,
1.15722,
1.1747,
1.19244,
1.21043,
1.22866,
1.24712,
1.26579,
1.28466,
1.30371,
1.32292,
1.34228,
1.36178,
1.3814,
1.40112,
1.42092,
1.4408,
1.46074,
1.48073,
1.50076,
1.5208,
1.54086,
1.56091,
1.58096,
1.60098,
1.62098,
1.64094,
1.66086,
1.68073,
1.70054,
1.72029,
1.73997,
1.75957,
1.7791,
1.79855,
1.81792,
1.8372,
1.85639,
1.87549,
1.89449,
1.9134,
1.93221,
1.95093,
1.96954,
1.98806,
2.00647,
2.02479,
2.043,
2.06111,
2.07912,
2.09703,
2.11484,
2.13255,
2.15016,
2.16766,
2.18507,
2.20238,
2.2196,
2.23671,
2.25373,
2.27065,
2.28748,
2.30422,
2.32085,
2.3374,
2.35386,
2.37023,
2.3865,
2.40269,
2.41879,
2.4348,
2.45072,
2.46656,
2.48232,
2.49799,
2.51358,
2.52909,
2.54452,
2.55987,
2.57514,
2.59033,
2.60544,
2.62048,
2.63544,
2.65033,
2.66515,
2.69456,
2.70916,
2.72369,
2.73814,
2.75254,
2.76686,
2.78111,
2.7953,
2.80943,
2.82349,
2.83748,
2.85141,
2.86528,
2.87909,
2.89283,
2.90652,
2.92014,
2.93371,
2.94721,
2.96066,
2.97405,
2.98739,
3.00067,
3.01389,
3.02706,
3.04017,
3.05323,
3.06624,
3.07919,
3.09209,
3.10494,
3.11774,
3.13049,
3.14319,
3.15584,
3.16844,
3.18099,
3.19349,
3.20595,
3.21836,
3.23072,
3.24303,
3.25531,
3.26753,
3.27971,
3.29185,
3.30394,
3.31599,
3.32799,
3.33996,
3.35188,
3.36376,
3.37559,
3.38739,
3.39915,
3.41086,
3.42253,
3.43417,
3.44577,
3.45732,
3.46884,
3.48032,
3.49177,
3.50317,
3.51454,
3.52587,
3.53716,
3.54842,
3.55965,
3.57083,
3.58198,
3.5931,
3.60418,
3.61523,
3.62624,
3.63722,
3.64816,
3.65908,
3.66995,
3.6808,
3.69161,
3.7024,
3.71314,
3.72386,
3.73455,
3.7452,
3.75583,
3.76642,
3.77698,
3.78752,
3.79802,
3.80849,
3.81894,
3.82935,
3.83973,
3.85009,
3.86042,
3.87071,
3.88098,
3.89123,
3.90144,
3.91163,
3.92179,
3.93192,
3.94202,
3.9521,
3.96215,
3.97218,
3.98218,
3.99215,
4.0021,
4.01202,
4.02191,
4.03178,
4.04163,
4.05145,
4.06124,
4.07102,
4.08076,
4.09048,
4.10018,
4.10985,
4.1195,
4.12913,
4.13873,
4.14831,
4.15787,
4.1674,
4.17691,
4.1864,
4.19586,
4.2053,
4.21472,
4.22412,
4.23349,
4.24285,
4.25218,
4.26149,
4.27078,
4.28005,
4.28929,
4.29852,
4.30772,
4.3169,
4.32607,
4.33521,
4.34433,
4.35343,
4.36251,
4.37157,
4.38061,
4.38963,
4.39863,
4.40761,
4.41658,
4.42552,
4.43444,
4.44335,
4.45223,
4.4611,
4.46995,
4.47877,
4.48758,
4.49637,
4.50515,
4.5139,
4.52264,
4.53136,
4.54006,
4.54874,
4.5574,
4.56605,
4.57468,
4.58329,
4.59189,
4.60046,
4.60902,
4.61757,
4.62609,
4.6346,
4.64309,
4.65157,
4.66003,
4.66847,
4.67689,
4.6853,
4.69369,
4.70207,
4.71043,
4.71878,
4.7271,
4.73542,
4.74371,
4.75199,
4.76026,
4.76851,
4.77674,
4.78496,
4.79316,
4.80135,
4.80952,
4.81768,
4.82582,
4.83395,
4.84206,
4.85016,
4.85824,
4.86631,
4.87436,
4.8824,
4.89043,
4.89844,
4.90643,
4.91441,
4.92238,
4.93034,
4.93827,
4.9462,
4.95411,
4.96201,
4.96989,
4.97776,
4.98562,
4.99346,
5.00129,
5.0091,
5.01691,
5.0247,
5.03247,
5.04023,
5.04798,
5.05572,
5.06344,
5.07115,
5.07885,
5.08653,
5.0942,
5.10186,
5.10951,
5.11714,
5.12476,
5.13237,
5.13996,
5.14754,
5.15511,
5.16267,
5.17022,
5.17775,
5.18527,
5.19278,
